[2025-07-05 01:13:39] [INFO    ] discord.client: logging in using static token
[2025-07-05 01:14:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-05 01:14:00] [DEBUG   ] discord.client: Dispatching event member_update
[2025-07-05 01:14:00] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1390893847919198261/members/621383088995434517/roles/1390918188249649152 with None has returned 204
[2025-07-05 01:14:00] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-07-05 01:14:00] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1390893847919198261/members/621383088995434517/roles/1390918188249649152 has received 
[2025-07-05 01:14:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-05T05:14:00.416000+00:00', 'pinned': False, 'nonce': '10145612017428152722', 'mentions': [{'username': 'luminescentporcupine', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-05T03:15:34.917000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '621383088995434517', 'global_name': 'luminescentporcupine', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '8ec424ae1a5dfb00c064cea69030a643'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1390921109171470339'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-05T05:03:54.563362+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1390923650605252608', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@621383088995434517> has had the cruciverbalists removed', 'components': [], 'channel_type': 0, 'channel_id': '1390893847919198264', 'author': {'username': 'downforacross', 'public_flags': 0, 'primary_guild': None, 'id': '1390894663199625288', 'global_name': None, 'discriminator': '8935', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '3f57306c57c4a767fa951478dc29f4b1'}, 'attachments': [], 'guild_id': '1390893847919198261'}}
[2025-07-05 01:14:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-05 01:14:00] [DEBUG   ] discord.client: Dispatching event message
[2025-07-05 01:14:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1390893847919198264/messages with {"content":"<@621383088995434517> has had the cruciverbalists removed","components":[],"nonce":"10145612017428152722","enforce_nonce":true,"tts":false} has returned 200
[2025-07-05 01:14:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1390893847919198264/messages has received {'type': 0, 'content': '<@621383088995434517> has had the cruciverbalists removed', 'mentions': [{'id': '621383088995434517', 'username': 'luminescentporcupine', 'avatar': '8ec424ae1a5dfb00c064cea69030a643', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2165806, 'global_name': 'luminescentporcupine', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#210c2e', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-05T05:14:00.416000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1390923650605252608', 'channel_id': '1390893847919198264', 'author': {'id': '1390894663199625288', 'username': 'downforacross', 'avatar': '3f57306c57c4a767fa951478dc29f4b1', 'discriminator': '8935', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'bac7080e6ec1d906ba48a58a379bc6e9', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10145612017428152722'}
[2025-07-05 01:14:00] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-05 01:14:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 15, 'op': 0, 'd': {'user_id': '621383088995434517', 'timestamp': 1751692444, 'member': {'user': {'username': 'luminescentporcupine', 'public_flags': 0, 'primary_guild': None, 'id': '621383088995434517', 'global_name': 'luminescentporcupine', 'display_name': 'luminescentporcupine', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '8ec424ae1a5dfb00c064cea69030a643'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-05T03:15:34.917000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1390893847919198264', 'guild_id': '1390893847919198261'}}
[2025-07-05 01:14:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-05 01:14:04] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-05 01:14:04] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-05 01:14:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-05T05:14:06.510000+00:00', 'pinned': False, 'nonce': '1390923674957119488', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-05T03:15:34.917000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1390923676165210182', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!pingme', 'components': [], 'channel_type': 0, 'channel_id': '1390893847919198264', 'author': {'username': 'luminescentporcupine', 'public_flags': 0, 'primary_guild': None, 'id': '621383088995434517', 'global_name': 'luminescentporcupine', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '8ec424ae1a5dfb00c064cea69030a643'}, 'attachments': [], 'guild_id': '1390893847919198261'}}
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event message
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event command
[2025-07-05 01:14:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 17, 'op': 0, 'd': {'user': {'username': 'luminescentporcupine', 'public_flags': 0, 'primary_guild': None, 'id': '621383088995434517', 'global_name': 'luminescentporcupine', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '8ec424ae1a5dfb00c064cea69030a643'}, 'unusual_dm_activity_until': None, 'roles': ['1390918188249649152'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-07-05T03:15:34.917000+00:00', 'guild_id': '1390893847919198261', 'flags': 0, 'communication_disabled_until': None, 'banner': None, 'avatar': None}}
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event member_update
[2025-07-05 01:14:06] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1390893847919198261/members/621383088995434517/roles/1390918188249649152 with None has returned 204
[2025-07-05 01:14:06] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/guilds/1390893847919198261/members/621383088995434517/roles/1390918188249649152 has received 
[2025-07-05 01:14:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-05T05:14:06.792000+00:00', 'pinned': False, 'nonce': '5593554256694097201', 'mentions': [{'username': 'luminescentporcupine', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1390918188249649152'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-05T03:15:34.917000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '621383088995434517', 'global_name': 'luminescentporcupine', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '8ec424ae1a5dfb00c064cea69030a643'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1390921109171470339'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-05T05:03:54.563362+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1390923677348003972', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@621383088995434517> is now assigned to cruciverbalists', 'components': [], 'channel_type': 0, 'channel_id': '1390893847919198264', 'author': {'username': 'downforacross', 'public_flags': 0, 'primary_guild': None, 'id': '1390894663199625288', 'global_name': None, 'discriminator': '8935', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '3f57306c57c4a767fa951478dc29f4b1'}, 'attachments': [], 'guild_id': '1390893847919198261'}}
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event message
[2025-07-05 01:14:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1390893847919198264/messages with {"content":"<@621383088995434517> is now assigned to cruciverbalists","components":[],"nonce":"5593554256694097201","enforce_nonce":true,"tts":false} has returned 200
[2025-07-05 01:14:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1390893847919198264/messages has received {'type': 0, 'content': '<@621383088995434517> is now assigned to cruciverbalists', 'mentions': [{'id': '621383088995434517', 'username': 'luminescentporcupine', 'avatar': '8ec424ae1a5dfb00c064cea69030a643', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2165806, 'global_name': 'luminescentporcupine', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#210c2e', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-05T05:14:06.792000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1390923677348003972', 'channel_id': '1390893847919198264', 'author': {'id': '1390894663199625288', 'username': 'downforacross', 'avatar': '3f57306c57c4a767fa951478dc29f4b1', 'discriminator': '8935', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'bac7080e6ec1d906ba48a58a379bc6e9', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5593554256694097201'}
[2025-07-05 01:14:06] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-05 01:14:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 18.
[2025-07-05 01:14:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-05 01:15:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 18.
[2025-07-05 01:15:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
